Sentence,POS Tags
ಬಗರ್ ವಾಯಾರ ವೇಮಲ ಜೆ ಛೋರಾನ ಕಾನೂನು ಬಾಹಿರ ಕೇನ ಸಮಜೆನಿ,noun noun verb preposition noun noun verb preposition verb
ವೊಜ್ ಜಾತಿರ ಮಾಣಸ್ ಛೋರೀತಿ ವಾಯಾ ಕಿದೋ ಕತೋ,pronoun noun noun noun noun verb preposition
ಪಾಪುರ ಜವಾಬ್ದಾರಿ ಬಿ ವುಜ್ ಲಚ,noun noun preposition pronoun verb
ಧಣಿ ವೊನ ಕ್ಷಮಾ ಕರೆನ್ ತೈಯಾರ್ ರೇ ಕತೋ,noun pronoun verb verb verb verb preposition
ಏಕಾದ್ ಮಾಣಸ್ ಅಪರಾಧಿ ರೇ ಕತೋ ಅನ ಜೈಲೆಮ ರೇ ಕತೋ ಹನು ಕಚ,adjective noun noun verb preposition conjunction noun verb preposition verb verb
ವೊರ್ ಗೊಣ್ಣಿ ವೊಜ್ ಜಾತಿರ ದೂಸರ್ ಮಾಣಸೇರ ಜೋಡಿ ರೇ ಸಕಚ,pronoun noun pronoun noun noun noun conjunction verb verb
ವು ವೋರ ಬೇಟಿಬೆಟಾ ಜಣಸಕಚ,pronoun pronoun noun verb
ವೋರ ಧಣಿ ಛೂಟನ್ ಯಾವ ಜೆರ್ ಪಚ ವು ದೂಸರ್ ಮಾಣಸೇರ್ ಛಿಜಯಾಪರೇನ್ ಲೇನ ವೋರ ಕನ್ನ ಹೊಟೋ ಜಾ ಸಕಚ,pronoun noun verb verb preposition adverb pronoun noun noun noun verb pronoun adverb noun verb verb
ಅಸ ಪದ್ಧತಿ ಪೆಹಲೆ ವೇತ್ತಿ ಲಾರ್ತಿ ವೊನ ಛೋಡನಾಕೇಚ,adjective noun adverb verb adverb pronoun verb
ಏ ಪದ್ಧತಿ ವುನೂರ್ ಜೀವನೇರ ಅನಿಶ್ಚಿತ್ ಪರಿಸ್ಥಿತಿರ ಕಾರಣೇತಿ ಕರಮಲೆಚ,pronoun noun pronoun noun noun noun noun verb
ಪೊಲೀಸ್ ವುನೇನ ಪಕಡನ ಜೈಲೆಮ ಘಾಲತೆತೆ,noun pronoun verb noun verb
ಧಣಿ ಜೈಲೆತಿ ಭಾರ ಆಯೆಲಗಾ ವೊ ವೊನ ಅನ ವುನೂರ್ ಛಿಜ್ಯಪರೇನ ದೇಕಚ,noun noun noun adverb pronoun pronoun conjunction pronoun noun verb
ವಾಯಾವಾಳೆರ ದುಸರೇರ್ ಜೋಡಿ ಲೈಂಗಿಕ ಸಂಬಂಧೇರ ವಿರೋಧ ಕರತೆತೆ ತೊ ಬಿ,noun noun preposition noun noun verb verb preposition preposition
ಪಣ ವು ಪೂರಾ ರೇನಿ,conjunction pronoun adjective verb
ಪಣ ವುನೂರ್ ಸಮುದಾಯ ಛೋಡನ ದೂಸರ್ ಜಾತಿವಾಳೆರ್ ಜೋಡಿ ಕರಜೋಣ ಲೈಂಗಿಕ ಸಂಬಂಧೇನ,conjunction pronoun noun verb noun noun preposition verb noun noun
ಯೇನ ಘಣ ಗಂಭೀರ ರೂಪೇತಿ ಲಚ,pronoun adjective noun noun verb
ಅಪರಾಧಿ ಬಾಯಿಗೋಳೆ ರೀ ಕತೋ ವೊನ ಸಮುದಾಯ ಮಾಯಿತಿ ಭಾರ ಕಾಡಚ,noun noun verb preposition pronoun noun preposition noun verb
ಅಪರಾಧಿ ಮಾಟಿ ರೇ ಕತೋ ವು ವೊ ಬಾಯಿಗೋಳೆನ ವಾಯಾ ಕರಸಕಚ,noun noun verb preposition pronoun pronoun noun verb verb
ವು ಮೋಟ್ ಜಾತಿವಾಳ್ ರೀ ಕತೋ ನೀತರ್ ವಸಜ್ ಸ್ಥಾನಮಾನ ರೇ ಕತೋ,pronoun adjective noun verb preposition conjunction adjective noun verb preposition
ತೀನ ಪಿಳಗಿರ ಲಗಾ ಅಸ ವಾಯಾತಿ ಯೆಮಲ ಜೆ ವಂಶ ವಾಳೆನ,adjective noun adverb adjective noun verb preposition noun noun
ಅಸ ವಂಶೇವಾಳೆನ ಪೂರಾ ವುನೂರ್ ಜಾತಿವಾಳ ಕೇನ ಸಮಜೇನಿ,adjective noun adjective pronoun noun preposition verb
ತೀನ ಪಿಳಗಿರ ಲಗಾ ವೊ ವುನೂರ್ ಸರಿಕ್ ಕಳಂಕ ರ ಜೆ ಪರಿವಾರೆವಾಳೆತಿ ವಾಯಾ ಕರನು ಪಡಚ,adjective noun adverb pronoun pronoun preposition noun verb preposition noun verb verb verb
ಸ್ವಂತ ಭೇನೇರ್ ಬೇಟಿತಿ ಅಬ್ ಘಣ ವಾಯಾ ಕರರೇಚ,noun noun noun adverb adjective verb verb
ವುನೇಮ ವೊ ಶಾಶ್ವತ ರೇ ಲಗೇ ಜನಾ,pronoun pronoun noun verb adverb preposition
ಬರೆ ಆಜುಬಾಜುವಾಳೆರ ಪದ್ಧತಿ ಕರಚ ಕೇನ ಅನಸಾಯೆನಿ,preposition noun noun verb preposition verb
ಪಣ ವೊ ಮೌಲ್ಯ ವ್ಯವಸ್ಥೆ ನ ಭೀ ಮಾನಚ,conjunction pronoun noun noun preposition preposition verb
ಸಂಬಂಧಿಕೆರ ಛೋರಿನುನ ವಾಯಾ ಕರಜೇತಿ ಘಣ ಉಪಯೋಗ ರಚ ಕೇನ ವೊ ಕಚ,noun noun verb verb adjective verb verb preposition pronoun verb
ವೊತಿ ಪರಿವಾರ ಘಟ್ ರಚ,pronoun noun adjective verb
ಯೇತಿ ಧಣಿ ಗೋಣ್ಣಿರ ಸಂಬಂಧ ಠೀಕ ರೇನ ಸಹಾಯ ವಚ,pronoun noun noun noun verb verb verb verb
ವು ವೋರ ಭಾಯಿ ಅನ ಭೇನೇಮ ಸೆತ್ತಿ ನಾಣಕ್ಯಾ ಚ,pronoun pronoun noun conjunction noun noun adjective verb
ವು ವೋರ ನಾಣಕ್ಯಾ ಭಾಯಿ ವೋರ ಸ್ವಂತ ಭೇನೇರ ಬೆಟಿತಿ ವಾಯಾ ಕರಮೇಲೊಚ ಕೇನ ಕೆ,pronoun pronoun adjective noun pronoun noun noun noun verb verb preposition verb
ವು ವಾಯಾ ವುನೇರ ಮಾ ಬಾಪ್ ಕರಾಯೆಚ,pronoun noun pronoun noun noun verb
ವು ವೋರ ಭಾಯಿರ ವಾಯಾ ವೋರ ಭೇನೇರ ಬೆಟಿತಿ ಕರೇನ ಕನ್ನಾಯಿ ವೊಪ್ಪೋತೋ ಕೋನಿ,pronoun pronoun noun noun pronoun noun noun verb adverb verb verb
ವು ವೊನ ಏಕ್ ಮಹಾ ಪಾಪ ಚ ಕೇನ ಮಾನಮಲೋತೊ,pronoun pronoun adjective noun noun verb preposition verb
ವೋರ ವಿರೋಧ ವೋರ ಮಾ ಬಾಪ್ ಅನ ಭಾಯಿ ಭೇನ ಸೇಜ ಸಾಮಳೆಕೋನಿ,pronoun noun pronoun noun noun conjunction noun noun noun verb
ಯೆರ ವಾಸ ವೋರ ಮಾ ಬಾಪ ಅನ ಭಾಯಿರ ಜೋಡಿ ಲಡಾಯಿ ವೇಗಿ,pronoun preposition pronoun noun noun conjunction noun preposition verb verb
ವು ವುನುತಿ ಜೋಯಿ ವೇನ ಏ ಗಾಮೇನ ದರಗೊ,pronoun pronoun verb verb pronoun noun verb
ವು ವೋರ ಭಾಯಿರ ವಾಯಾ ನ ಬಿ ಗೆ ಕೋನಿ,pronoun pronoun noun noun preposition preposition verb verb
ವೋರ ಭೇನೇರ್ ಬೆಟಿತಿ ವಾಯಾ ಕರೆರೋ ಮೂರ್ಖತಾ ಚ ಕೇನ ನರಸಪ್ಪ ಕಚ,pronoun noun noun verb verb adjective verb preposition noun verb
ವೋರ ಭಾಯಿ ಅನ ವೋರ ಗೊಣ್ಣಿ ವಾಯಾ ರ ಪಚ ಬರೆ ಛೋ ಮೀನಾರ ಲಗಾ ಭಳನ್ ರೇ,pronoun noun conjunction pronoun noun verb preposition preposition preposition adjective noun adverb verb verb
ಲಾರ್ತಿ ದೊಯಿರ ನಡು ದಸೆಕ್ ತಪ್ಪ್ ತಿಳುವಳಿಕೆ ವಿ,adverb adjective noun adjective verb verb verb
ಅಬ್ ವೋರ ಭಾಯಿ ಭೇನೇರ್ ಬೆಟಿತಿ ವಾಯಾ ಕಿದೋ ಜೇತಿ ಪಶ್ಚಾತಾಪ ಪಡರೋಚ,adverb pronoun noun noun noun verb verb preposition noun verb
ಕಾ ಕತೋ ವು ದುಸರೇರ್ ಜೋಡಿ ಧಾಸನ ವೊನ ಘಣ ಅವಮಾನ ಕಿದಿಚ,verb preposition pronoun noun preposition verb pronoun adjective verb verb
ವೋರ ಭಾಯಿ ದೇವ್ ವೊನ ಸಜಾ ದೇಮಲೋಚ ಕೇನ ಸಮ್ಜಚ,pronoun noun noun pronoun verb verb preposition verb
ವುನೂರ್ ಪರಂಪರಾ ರ ಉಲ್ಲಂಘನ್ ಕಿದೆ ಜೆರ್ ಸಜಾ,pronoun noun preposition verb verb preposition verb
ಏಕ್ ತಾಂಡರೀತಿ ವಾಯಾ ಕರೆರ ಸಮುದಾಯ ರ ನಿಯಮ್ ಚ,adjective noun verb verb noun preposition noun verb
ವೋರ ಕತ್ರಿ ತಾಂಡರಿಚ ಕೇನ ಥಾಮೇವಾಳ ಕೊಯಿ ರೇನಿ ತೊಬಿ,pronoun adjective noun preposition noun noun verb preposition
ಏಕ್ ಸಮಯ ಪರ್ ಕೊಯಿ ದೀ ತಾಂಡರೀತಿ ವಾಯಾ ಕರೆನಿ,adjective noun preposition noun adjective noun verb verb
ಏಕ್ ಮಾಟಿ ದೀ ತಾಂಡರಿತಿ ವಾಯಾ ಕಿದೋ ಕತೋ ವುನೇನ ದೂಸರ್ ದೂಸರ್ ಘರ ಕರನ್ ದೇನಿ,adjective noun adjective noun verb verb preposition pronoun noun noun noun verb verb
ವೊ ಎಕಜ್ ಘರೆಮ್ ಭಾಳನ್ ರೇಣು,verb adjective noun verb verb
ವೊ ಎಕಜ್ ಘರೆಮ್ ಭಳನ್ ರೇಣು,pronoun adjective noun verb verb
ಅಸ ಸಂದರ್ಭೆಮ ಮಾಟಿ ವೋರ ಪೆಹಲೆರ ತಾಂಡರಿರ ಏಕಾದ್ ಭೇನೇತಿ ವಾಯಾ ಕರಚ,preposition noun noun pronoun adverb noun adjective noun verb verb
ಛೋರಿವೋ ಮೋಟ್ ಯೇಜಾವ್ ಜೆರ್ ಪಚ್ ವಾಯಾ ಕರಚ,noun adjective verb preposition adverb verb verb
ಛೋರೀನೋ ವಾಯಾ ಕರೆರ್ ವಯಸ್ ಸೋಳಹ ತಿ ಅಠಾರಹ್ ವರ್ಸ್ ಚ,noun verb verb noun adjective preposition adjective noun verb
ಛೋರಾನೋ ವಾಯಾ ಕರೆರ್ ವಯಸ್ ಅಠಾರಹ್ ತಿ ಪಚ್ಚಿಸ್ ವರ್ಸ್ ಚ,noun verb verb noun adjective preposition adjective noun verb
ಛೋರಿ ಮೋಟ್ ಯೇಜಾವ್ ಜೆರ್ ಪಚ ಮಾ ಬಾಪ್ ವೋರ ವಾಯಾ ಕರೆನ್ ಉತ್ಸುಕ್ ರಚ,noun adjective verb preposition preposition noun noun pronoun verb verb verb verb
ವೊ ಕನ್ನಾಯಿ ವರ ಧುನ್ಡ್ಡೆರ್ ಕ್ರಮ ಲೆನಿ,pronoun adverb verb verb verb verb
ಪ್ರಸ್ತಾಪ ಕನ್ನಾಯಿಬಿ ಛೋರಾವಾಳೆರ್ ವಡಿತಿ ಆಣು,noun adverb noun preposition verb
ತೊಬಿ ಅತ ವತ ಪ್ರೇಮ ವಿವಾಹ ಧಾಸನ್ ಜಾಯೆರೋ ಚಾಲು ಕರಚ,preposition adverb adverb noun noun verb verb verb verb
ಏಕ್ ಏಕ್ ಸಲಾ ಉತ್ಸವ ತೀನ್ ಮೀನಾರ್ ಲಗಾ ವೆತೊತೋ,adjective adjective adverb noun adjective noun adverb verb
ಅಬ್ ಬರೆ ತೀನ್ ದಾಡೆರ್ ಲಗಾ ವಾಯಾರ ಸಂಭ್ರಮ ರಚ,adverb preposition adjective noun adverb noun verb verb
ವಾಯಾರ ವಾತ್ ಚಿತ್ ಕನ್ನಾಯಿಬಿ ಛೋರಾವಾಳೆತಿ ಚಾಲು ವಚ,noun noun noun adverb noun verb verb
ಮಾ ಬಾಪ್ ವುನೆರ್ ಬೇಟಾರ ಗೊಣ್ಣಿ ಲಾಯೇನ ವಿಚಾರ್ ಕರ ಜನಾ,noun noun pronoun noun noun verb verb verb preposition
ವೊ ಆಚ ಛೋರಿ ಧುನ್ದುಕರಚ,pronoun adjective noun verb
ಛೋರಾರ ಮಾ ಬಾಪ್ ದೇಕಮಲ್ ಜೋಣ ಛೋರಿ ವುನೆರ್ ಬೇಟಾರ್ ವಾಸ್ ಠೀಕ್ ಚ ಕೇನ ಅನಸಾವ್ ಜನಾ,noun noun noun verb preposition noun pronoun noun preposition verb verb preposition verb preposition
ಈ ವಿಚಾರ ಛೋರೀರ ಮಾ ಬಾಪೇನ ಅಜಿ ಕೆ ಕೊಂತಿ,pronoun noun noun noun noun adverb verb verb
ವೊ ಛೋರೀರ ಘರೇನ್ ಜಾವ ಜನಾ ಛೋರೀರ ಬಾಪ ರಾಮ್ ರಾಮ್ ಕೇನ ಮಾಯಿ ಬಲಾವಚ,pronoun noun noun verb preposition noun noun noun noun preposition preposition verb
ರಾಮ್ ಅನ ವು ವುನೇನ ಟಾಂಗೆ ಧೊಯೇನ ಪಾಣಿ ದಚ ಅನ ಕಾಟಾಪರ ಬೇಸನ್ ಅರಾಮ್ ಕರೋ ಕೇನ ಕಚ,noun conjunction pronoun pronoun noun verb noun verb conjunction noun verb verb verb preposition verb
ವುನೇರ ಭೇಟಿರ ಕಾರಣ ಕೇತೋ ಛೋರೀರ ಬಾಪ ವೋರ ಬೇಟಾರ ಹಾತ ಏಕ್ ಸಂದೇಶ ಕೇಮಲಚ,pronoun noun noun preposition noun noun pronoun noun noun adjective verb verb
ವೊ ಸಂಬಂಧೇನ ವೊಪ್ಪಚ,pronoun noun verb
ಪೆಹಲೆ ಛೋರೀರ ಬಾಪ ಏ ಸಂಬಂಧೇಮ ಆಸಕ್ತಿ ಛೆನಿ ಜು ಮುಂಡೊ ಕರಚ,adverb noun noun pronoun noun noun verb preposition noun verb
ವು ದಸೆಕ್ ಸಮಯರ ಲಗಾ ಗಪ್ ಬೆಸನ ವೊರ್ ಜಿಜಕ್ ದಕಾಳಚ,pronoun adjective noun adverb verb verb pronoun verb verb
ವೊನ ಆಸಕ್ತಿ ನ ರೀ ಕತೋ,pronoun noun verb verb preposition
ವು ಜನಾಜ್ ವೋರ ಅಭಿಪ್ರಾಯ ಕೆನಾಕಚ ಅನ ವಾತ್ ವಾತಜ್ ಖುಟಜಾವಚ,pronoun preposition pronoun noun verb conjunction noun adverb verb
ಛೋರೀರ ಮಾ ಬಾಪ್ ಏ ಪ್ರಸ್ತಾಪೇನ ವೊಪ್ಪೆ ಕತೋ,noun noun noun pronoun noun verb preposition
ಛೋರಾವಾಳ್ ವೊ ಪೆಹಲೆರ ಸಲಾ ಆವ ಜನಾ ಛೋರೀರ ಘರೆಮ್ ಕಾಂಯಿ ಖಾಣೊ ಖಾಯೆನಿ,noun pronoun adverb preposition verb preposition noun noun noun noun verb
ವೊ ಖಾಣೊ ಖಾದೆ ಕತೋ ಸಂಬಂಧ ವೇನಿ,pronoun noun verb preposition verb verb
ದಸೆಕ್ ದಾಡೆರ್ ಪಚ ಛೋರೀರ ಬಾಪೇರ್ ಸುವಿಧಾ ಕು ರ ಜು,adjective noun adverb noun noun verb verb verb preposition
ಮುಹೂರ್ತ ಆಚೊ ಕ್ಷಣ ಚ,noun adjective noun verb
ವಾಯಾಮ ವುಜ್ ಬ್ರಾಹ್ಮಣ ಪೂಜಾರಿ ಪ್ರದರ್ಶಣೆರ ಅಧ್ಯಕ್ಷತೆ ಲಚ,noun pronoun noun noun noun noun verb
ದಾರೂರ ಖರ್ಚ ಛೋರಿವಾಳ ಭರಚ,noun noun noun verb
ವಾಯಾ ಘಚ್ಚ ಕರ ಜೆರ ಪೆಹಲೆ,noun noun verb preposition adverb
ವು ವೋರ ಬೇಟಿ ದೇನ ಛೋರಾತಿ ವಾಯಾ ಕರನಾಕೆವಾಳತೊ,pronoun pronoun noun verb noun verb verb
ಕಾಂಯಿಬಿ ವೇಕತೋ ಬಿ ವೋರ ವಾತೇತಿ ಹೊಟೋ ಸರಕೆನಿ,noun verb preposition pronoun noun verb verb
ದೊಯೀ ಪಕ್ಷೇಮ ಏಕಾದ ಹೊಟೋ ಸರಕೇ ಕತೋ,adjective noun adjective verb verb preposition
ಏ ಸಮಯ ಪರ ಛೋರಾರ ಬಾಪ ಸೇನ ಪಾನ ಸಪಾರಿ ದಚ,pronoun noun preposition noun noun noun noun noun verb
ಆಮಲ ಜೆನ ವೊ ಖಾಣೊ ಅನ ಮನೋರಂಜನೆರ ಜೋಡಿ ದಾರು ಬಿ ಘಾಲಚ,verb preposition pronoun noun conjunction noun preposition noun preposition verb
ಏಕ್ ವಾರೆರ್ ಪಚ ಛೋರಾವಾಳ್ ಛೋರೀರ ಘರೇನ ಆವಚ,adjective noun adverb noun noun noun verb
ವೊ ದಸೆಕ್ ಗೋಳ್ ಪಾನ್ ಸಪಾರಿ ಮೇವಾ ಅನ ಹುಕ್ಕಾ ಬಬಲ್ ಲೇಜಾವಚ,pronoun adjective noun noun noun noun conjunction noun noun verb
ಛೋರೀರ ಘರ್ ಜಾತೇ ಸಾತ್ ವೊ ಗೋಳ್ ಸಪಾರಿ ವತ ರ ಜೆ ಸೇಜ ಮಾಣಸೇನ ದಚ,noun noun verb preposition pronoun noun noun adverb verb preposition noun noun verb
ವೊ ಏಕೇನ ಏಕ್ ರಾಮ್ ರಾಮ್ ಕೇತೇ ಹಾತ್ ಭೆಳಚ,pronoun adjective adjective noun noun verb noun verb
ಯೆತಡು ಛೋರೀರ ಮಾ ಬಾಪೇನ ಛೋರೀರ ಕೀಮತ್ ಯಾ ವೊಲಿ ದಚ,noun noun noun noun noun noun conjunction noun verb
ಸಾಂಪ್ರದಾಯಿಕ ರೂಪೇತಿ ಛೋರೀರ್ ಕೀಮತ್ ಚಾಳೀಸನ್ ಏಕ್ ರಪಿಯಾ ಅನ ಚಾರ್ ಬಳದ ರಚ,noun noun noun noun adjective adjective noun conjunction adjective noun verb
ಆರ್ಥಿಕ್ ಪರಿಸ್ಥಿತಿ ಕು ರಜು ಛೋರೀರ ಕೀಮತ್ ಏಕ್ ಪರಿವಾರೇತಿ ದೂಸರ್ ಪರಿವಾರೇನ ಬದ್ಲಚ,noun noun verb verb noun noun adjective noun noun noun verb
ಛೋರೀರ ಕೀಮತ್ ಜಾಸ್ತ್ ದೇರ ಪದ್ಧತಿ ರಚ,noun noun adjective verb noun verb
ಈ ದೊಯೀ ಪರಿವಾರೇರ್ ಪ್ರತಿಷ್ಠೆರ ಪ್ರಶ್ನೆ ರಚ,pronoun adjective noun noun noun verb
ಏಕ್ ಏಕ್ ಸಲಾ ಛೋರೀರ ಕೀಮತ್ ಪಾಂಚ ಸೆ ರಪಿಯಾ ತಿ ಜಾಸ್ತ್ ದಚ,adjective adjective preposition noun noun adjective preposition noun preposition adjective verb
ಅಸ ಸಂದರ್ಭೆಮ ಛೋರಾವಾಳೆನ ಚಾರ್ ಬಳದ್ ದೇರ್ ಜರೂರತ್ ರೇನಿ,preposition noun noun adjective noun verb verb verb
ಛೋರೀರ ಕೀಮತ್ ದೊಯೀ ಪಕ್ಷೇವಾಳ ಲಡಾಯಿ ಅನ ಮಜಾಕ್ ಕರತೇ ಕರಚ,noun noun adjective noun noun conjunction noun verb verb
ಛೋರಿವಾಳ ಛೋರಾವಾಳೆತಿ ಛೋರೀರ ಮೋಟ್ ಕೀಮತ್ ಲಿದೇಚಾ ಕೇನ ಕಚ,noun noun noun adjective noun verb preposition verb
ಕಿಮತೇತಿ ಛೋರೀರ ಮೌಲ್ಯ ಮಾಲಮ್ ವಚ,noun noun noun verb verb
ದೂಸರ್ ವಡಿ ಛೋರಾವಾಳ ದಾವಾ ಕರಚ,noun preposition noun verb verb
ಮೋಟ್ ಕೀಮತ್ ದೇನ ಛೋರಿನ ಖರಿದೆಚ,adjective noun verb noun verb
ವಾಯಾರ ಪಚ ವೊ ಛೋರೀರ ಸಾಮರ್ಥ್ಯ ದೇಕಣು,noun adjective pronoun noun adjective verb
ವು ಕಿಮತೆರ ಲಾಯಕ್ ಛ ಕ ಛೆನಿ ಕೇನ ವೊ ವಿಚಾರ್ ಕರನು,pronoun noun noun verb verb verb preposition pronoun verb verb
ಅಸ ಮಜಾಕೇತಿ ದೊಯೀ ಪಕ್ಷೇವಾಳೆರ ಸಂಬಂಧ ಹಾಳ್ ವೇನಿ,preposition noun adjective noun noun verb verb
ಅಸ ಮಜಾಕೇನ ಘಣ್ ಹಗರ್ ಲಚ,preposition noun adjective verb verb
ವಾಯಾರ ಏಕ್ ದಾಡ್ ಅಗಾವು,noun adjective noun verb
ಈ ಸಮಾರಂಭ ಯೆತಡು ಛೋರೀರ ಘರೇನ್ ಜಾಯೆರ್ ಆಂಗ್ ವಚ,pronoun noun noun noun noun verb adverb verb
ಯೆತಡು ನವ ಜಿಗಲಾ ಅನ ಮಾತೆಪರ ರಾತಡ್ ರುಮಾಲ ಘಾಲಚ,noun adjective noun conjunction noun adjective noun verb
ನಾಣಕ್ಯಾ ಭಾಯಿ ಘರೇರ್ ಮುಂಡಾಗ್ ಆವ ಜೆನ ಸೇನ ಸ್ವಾಗತ್ ಕರಚ,adjective noun noun adverb verb preposition noun verb verb
ವೊ ರಾಮ್ ರಾಮ್ ಕೇತೇ ಸ್ವಾಗತ್ ಕರಚ,pronoun noun noun verb verb verb
ಏ ಸಂದರ್ಭೆಮ ವಾಸಳಿರ ಲಕಡಿತಿ ಹಂದರಾ ಭಾಂದಚ,pronoun noun noun noun noun verb
ಲಾರ್ತಿ ಖಾದಿರ ಚಾರಿ ತುದಿವನುನ ಜಮೀಮ ಗಾಡಮಲ ಜೆ ಲಕಡಿರ ಖುಟಾವನುನ ಭಾಂದಮಲ ಜೆ ಬದನಾತಿ ಜಮೀಪರ ಭಾಂದಚ,adverb noun adjective noun noun noun preposition noun noun verb preposition noun noun verb
ವೂನೂರ್ ರಟ್ಟಿಪರ ತಾತೇ ಘೀಮ ಡಬೊಳ ಮಲ ಜೆ ಸೂಯಿತಿ ಚುಟಕಿ ದಚ,pronoun noun adjective noun verb preposition preposition noun verb verb
ಅಯ್ಯಾ ಸಮಾರಂಭೇರ ಬಗ್ಗೆ ದಸೆಕ್ ವಿಭಿನ್ನ ವಿವರಣೆ ಅತ ಹೇಟ ಛ ಜು ಕಚ,noun noun conjunction adjective noun noun adverb preposition verb preposition verb
ದೀ ಖಂಬಾಪರ ಏಕ್ ಬಂಬೂ ಮೇಲಚ ಅನ ವೊಪರ್ ಪಿತಳೇರ ಭಾಂಡೇತಿ ಸಜಾವಚ,adjective noun adjective noun verb conjunction pronoun noun noun verb
ಹರ್ ಏಕ್ ಭಾಂಡೆಮ ಏಕ್ ರಪಿಯಾ ಗೋಕಚ ವು ನಾಯಕೆರ ಜರೂರತ್ ವಚ,adjective adjective noun adjective noun verb pronoun noun verb verb
ಛೋರಾ ಹಂಗೋಳಿ ಕರಚ ಅನ ಜಾತಿರ ವಿಶಿಷ್ಟ ಜಿಗಲಾ ಪೇರಚ,noun verb verb conjunction noun noun noun verb
ವೋರ ಸೆಮಾನ್ ದೀ ಜೋಡಿ ರಾತಡ್ ಪ್ಯಾಂಟ್ ಚ ಅನ ಏಕ್ ಲಾಂಬ್ ಸಾತ್ ಪೂಟೇರ್ ರೂಮಾಲ್ ಚ,pronoun noun adjective preposition adjective noun verb conjunction adjective adjective adjective noun noun verb
ವು ಏಕ್ ಪಾನ್ ಸಪಾರಿರ ಬಟುವಾ ಕರಮಲಚ,pronoun adjective noun noun noun verb
ವು ಹಂದರಾಮ ಜಾವ ಜನಾ ಏಕ್ ನವೋ ಖಾದಿರ ಹೇಟೆನ ಜಾಣು ಪಡಚ,pronoun noun verb preposition adjective adjective noun preposition verb verb
ವು ಬಾಗಲೇಮ್ ಮಾಯಿ ಜಾವ ಜನಾ ದೀ ಕುವಾರಿ ಛೋರೀನೋ ಗೀದಗಾತಿ ವೊರ್ ಮಾತೆಪರ ಚಾವಳ್ ಫೇಕಚ,pronoun noun preposition verb preposition adjective noun noun verb pronoun noun noun verb
ವು ಬೆಸ ಜತ್ ಚಾರಿ ಮುಲ್ಲಿಮ ಚಾವಳೇರ ದಾಣಾ ಅನ ಪಾನ್ ಸಪಾರಿ ಅನ ಮೇವಾ ಮೇಲಚ,pronoun verb adverb adjective noun noun noun conjunction noun noun verb noun verb
ಚಾರಿ ಮುಲ್ಲಿಮ ಖಾಣೊ ಅನ ಚಾವಳ್ ಮೇಲಚ,noun noun noun conjunction noun verb
ದೀ ವಾಯಾವಾಳ್ ಬಾಯಿಗೋಳೆ ಛೋರಾನ ಹಳದ್ ಲಗಾಡಚ ಅನ ವೊಪರ್ ಚಾವಳ್ ಫೇಕಚ,adjective noun noun noun noun verb conjunction pronoun noun verb
ವು ವೂಟನ್ ಹುಬರಚ ಅನ ಹಾತ್ ಜೋಡನ ಹುಬರಚ,pronoun verb verb conjunction noun verb verb
ಏಕ್ ಕುವಾರ್ ಛೋರಾ ಅನ ಕುವಾರ್ ಛೋರಿ ವೊರ್ ದೊಯೀ ವಡಿ ಹುಬರಚ,adjective noun noun conjunction noun noun pronoun adjective preposition verb
